Elements	Point	Region	Count	First visit
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.625 0.025 0.025 0.025 0.025 0.025 0.225]	165	1	90.0
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.425 0.225 0.225 0.025 0.025 0.025 0.025]	166	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.425 0.225 0.025 0.225 0.025 0.025 0.025]	167	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.425 0.225 0.025 0.025 0.225 0.025 0.025]	168	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.425 0.225 0.025 0.025 0.025 0.225 0.025]	169	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.425 0.225 0.025 0.025 0.025 0.025 0.225]	170	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.425 0.025 0.425 0.025 0.025 0.025 0.025]	171	1	133.0
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.425 0.425 0.025 0.025 0.025 0.025 0.025]	172	2	199.0
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.225 0.425 0.025 0.025 0.025 0.025 0.225]	173	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.825 0.025 0.025 0.025 0.025 0.025 0.025]	174	1	113.0
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.225 0.225 0.225 0.225 0.025 0.025 0.025]	175	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.225 0.025 0.225 0.225 0.025 0.225 0.025]	176	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.225 0.025 0.225 0.225 0.025 0.025 0.225]	177	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.225 0.025 0.225 0.025 0.425 0.025 0.025]	178	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.225 0.025 0.225 0.025 0.225 0.225 0.025]	179	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.225 0.025 0.225 0.025 0.225 0.025 0.225]	180	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.225 0.025 0.225 0.025 0.025 0.425 0.025]	181	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.225 0.025 0.225 0.225 0.225 0.025 0.025]	182	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.225 0.025 0.225 0.025 0.025 0.225 0.225]	183	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.225 0.025 0.025 0.625 0.025 0.025 0.025]	184	1	144.0
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.225 0.025 0.025 0.425 0.225 0.025 0.025]	185	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.225 0.025 0.025 0.425 0.025 0.225 0.025]	186	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.225 0.025 0.025 0.425 0.025 0.025 0.225]	187	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.225 0.025 0.025 0.225 0.425 0.025 0.025]	188	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.225 0.225 0.425 0.025 0.025 0.025 0.025]	189	1	268.0
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.225 0.025 0.225 0.025 0.025 0.025 0.425]	190	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.225 0.025 0.225 0.425 0.025 0.025 0.025]	191	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.225 0.025 0.025 0.225 0.225 0.225 0.025]	192	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.225 0.025 0.425 0.025 0.025 0.225 0.025]	193	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.225 0.225 0.225 0.025 0.225 0.025 0.025]	194	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.225 0.225 0.225 0.025 0.025 0.225 0.025]	195	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.225 0.225 0.225 0.025 0.025 0.025 0.225]	196	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.225 0.225 0.025 0.425 0.025 0.025 0.025]	197	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.225 0.025 0.425 0.025 0.025 0.025 0.225]	198	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.225 0.225 0.025 0.225 0.025 0.225 0.025]	199	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.225 0.225 0.025 0.225 0.025 0.025 0.225]	200	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.225 0.225 0.025 0.225 0.225 0.025 0.025]	201	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.225 0.225 0.025 0.025 0.225 0.225 0.025]	202	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.225 0.225 0.025 0.025 0.225 0.025 0.225]	203	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.225 0.225 0.025 0.025 0.025 0.225 0.225]	204	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.225 0.225 0.025 0.025 0.025 0.025 0.425]	205	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.225 0.025 0.625 0.025 0.025 0.025 0.025]	206	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.225 0.025 0.425 0.225 0.025 0.025 0.025]	207	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.225 0.025 0.425 0.025 0.225 0.025 0.025]	208	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.225 0.225 0.025 0.025 0.425 0.025 0.025]	209	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.05 0.05 0.05 0.05 0.45 0.05 0.25 0.05]	210	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.05 0.05 0.05 0.05 0.45 0.25 0.05 0.05]	211	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.05 0.05 0.05 0.05 0.65 0.05 0.05 0.05]	212	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.05 0.05 0.05 0.25 0.05 0.05 0.05 0.45]	213	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.05 0.05 0.05 0.25 0.05 0.05 0.25 0.25]	214	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.05 0.05 0.05 0.25 0.05 0.05 0.45 0.05]	215	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.05 0.05 0.05 0.45 0.05 0.05 0.05 0.25]	216	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.05 0.05 0.05 0.25 0.05 0.25 0.25 0.05]	217	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.05 0.05 0.05 0.25 0.05 0.45 0.05 0.05]	218	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.05 0.05 0.05 0.25 0.25 0.05 0.05 0.25]	219	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.05 0.05 0.05 0.25 0.25 0.05 0.25 0.05]	220	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.05 0.05 0.05 0.25 0.25 0.25 0.05 0.05]	221	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.05 0.05 0.05 0.25 0.45 0.05 0.05 0.05]	222	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.05 0.05 0.05 0.25 0.05 0.25 0.05 0.25]	223	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.05 0.05 0.05 0.05 0.45 0.05 0.05 0.25]	224	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.05 0.05 0.05 0.05 0.05 0.45 0.25 0.05]	225	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.05 0.05 0.05 0.05 0.25 0.25 0.25 0.05]	226	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.05 0.05 0.05 0.45 0.05 0.05 0.25 0.05]	227	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.65]	228	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.05 0.05 0.05 0.05 0.05 0.05 0.25 0.45]	229	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.05 0.05 0.05 0.05 0.05 0.05 0.45 0.25]	230	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.05 0.05 0.05 0.05 0.05 0.05 0.65 0.05]	231	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.05 0.05 0.05 0.05 0.05 0.25 0.05 0.45]	232	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.05 0.05 0.05 0.05 0.25 0.45 0.05 0.05]	233	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.05 0.05 0.05 0.05 0.05 0.25 0.25 0.25]	234	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.05 0.05 0.05 0.05 0.05 0.45 0.05 0.25]	235	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.05 0.05 0.05 0.05 0.05 0.65 0.05 0.05]	236	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.05 0.05 0.05 0.05 0.25 0.05 0.05 0.45]	237	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.05 0.05 0.05 0.05 0.25 0.05 0.25 0.25]	238	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.05 0.05 0.05 0.05 0.25 0.05 0.45 0.05]	239	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.05 0.05 0.05 0.05 0.25 0.25 0.05 0.25]	240	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.05 0.05 0.05 0.05 0.05 0.25 0.45 0.05]	241	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.05 0.05 0.05 0.45 0.05 0.25 0.05 0.05]	242	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.05 0.05 0.45 0.05 0.05 0.05 0.05 0.25]	243	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.05 0.05 0.25 0.05 0.05 0.05 0.05 0.45]	244	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.05 0.25 0.05 0.25 0.05 0.05 0.25 0.05]	245	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.05 0.25 0.05 0.25 0.05 0.05 0.05 0.25]	246	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.05 0.25 0.05 0.05 0.45 0.05 0.05 0.05]	247	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.05 0.25 0.05 0.05 0.25 0.25 0.05 0.05]	248	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.05 0.25 0.05 0.05 0.25 0.05 0.25 0.05]	249	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.05 0.25 0.05 0.05 0.25 0.05 0.05 0.25]	250	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.05 0.25 0.05 0.05 0.05 0.45 0.05 0.05]	251	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.05 0.25 0.05 0.05 0.05 0.25 0.25 0.05]	252	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.05 0.25 0.05 0.05 0.05 0.25 0.05 0.25]	253	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.05 0.25 0.05 0.05 0.05 0.05 0.45 0.05]	254	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.05 0.25 0.05 0.05 0.05 0.05 0.25 0.25]	255	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.05 0.25 0.05 0.05 0.05 0.05 0.05 0.45]	256	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.05 0.05 0.65 0.05 0.05 0.05 0.05 0.05]	257	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.05 0.05 0.45 0.25 0.05 0.05 0.05 0.05]	258	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.05 0.05 0.45 0.05 0.25 0.05 0.05 0.05]	259	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.05 0.05 0.45 0.05 0.05 0.25 0.05 0.05]	260	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.05 0.05 0.45 0.05 0.05 0.05 0.25 0.05]	261	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.05 0.05 0.25 0.05 0.05 0.05 0.25 0.25]	262	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.05 0.05 0.25 0.05 0.05 0.05 0.45 0.05]	263	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.05 0.05 0.25 0.05 0.05 0.25 0.05 0.25]	264	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.05 0.05 0.25 0.05 0.05 0.25 0.25 0.05]	265	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.05 0.05 0.25 0.05 0.05 0.45 0.05 0.05]	266	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.05 0.05 0.25 0.05 0.25 0.05 0.05 0.25]	267	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.05 0.05 0.05 0.45 0.25 0.05 0.05 0.05]	268	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.05 0.05 0.25 0.05 0.25 0.05 0.25 0.05]	269	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.05 0.05 0.25 0.05 0.45 0.05 0.05 0.05]	270	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.05 0.05 0.25 0.25 0.05 0.05 0.05 0.25]	271	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.05 0.05 0.25 0.25 0.05 0.05 0.25 0.05]	272	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.05 0.05 0.25 0.25 0.05 0.25 0.05 0.05]	273	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.05 0.05 0.25 0.25 0.25 0.05 0.05 0.05]	274	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.05 0.05 0.25 0.45 0.05 0.05 0.05 0.05]	275	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.05 0.05 0.25 0.05 0.25 0.25 0.05 0.05]	276	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.05 0.05 0.05 0.65 0.05 0.05 0.05 0.05]	277	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.05 0.25 0.05 0.25 0.25 0.05 0.05 0.05]	278	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.05 0.25 0.25 0.05 0.05 0.05 0.05 0.25]	279	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.05 0.25 0.05 0.45 0.05 0.05 0.05 0.05]	280	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.05 0.25 0.05 0.25 0.05 0.25 0.05 0.05]	281	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.05 0.45 0.25 0.05 0.05 0.05 0.05 0.05]	282	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.05 0.45 0.05 0.25 0.05 0.05 0.05 0.05]	283	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.05 0.45 0.05 0.05 0.25 0.05 0.05 0.05]	284	1	94.0
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.05 0.45 0.05 0.05 0.05 0.25 0.05 0.05]	285	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.05 0.65 0.05 0.05 0.05 0.05 0.05 0.05]	286	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.05 0.45 0.05 0.05 0.05 0.05 0.05 0.25]	287	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.05 0.25 0.45 0.05 0.05 0.05 0.05 0.05]	288	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.05 0.25 0.25 0.25 0.05 0.05 0.05 0.05]	289	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.05 0.25 0.25 0.05 0.25 0.05 0.05 0.05]	290	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.05 0.25 0.25 0.05 0.05 0.25 0.05 0.05]	291	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.05 0.45 0.05 0.05 0.05 0.05 0.25 0.05]	292	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.05 0.25 0.25 0.05 0.05 0.05 0.25 0.05]	293	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.225 0.025 0.225 0.025 0.025 0.025 0.425 0.025]	294	2	215.0
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.225 0.025 0.225 0.025 0.025 0.025 0.225 0.225]	295	1	169.0
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.225 0.025 0.225 0.025 0.025 0.025 0.025 0.425]	296	1	181.0
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.225 0.025 0.025 0.625 0.025 0.025 0.025 0.025]	297	1	167.0
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.225 0.025 0.025 0.425 0.025 0.025 0.225 0.025]	298	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.225 0.025 0.025 0.425 0.025 0.225 0.025 0.025]	299	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.225 0.025 0.025 0.425 0.025 0.025 0.025 0.225]	300	1	278.0
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.225 0.025 0.025 0.225 0.425 0.025 0.025 0.025]	301	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.225 0.025 0.025 0.225 0.225 0.225 0.025 0.025]	302	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.225 0.025 0.025 0.425 0.225 0.025 0.025 0.025]	303	1	235.0
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.225 0.025 0.225 0.025 0.025 0.225 0.025 0.225]	304	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.225 0.025 0.225 0.025 0.425 0.025 0.025 0.025]	305	1	172.0
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.225 0.025 0.225 0.025 0.025 0.425 0.025 0.025]	306	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.225 0.025 0.225 0.025 0.225 0.025 0.025 0.225]	307	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.225 0.025 0.225 0.025 0.225 0.025 0.225 0.025]	308	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.225 0.025 0.225 0.025 0.225 0.225 0.025 0.025]	309	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.225 0.025 0.025 0.225 0.225 0.025 0.225 0.025]	310	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.225 0.025 0.225 0.225 0.025 0.025 0.025 0.225]	311	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.225 0.025 0.225 0.225 0.025 0.025 0.225 0.025]	312	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.225 0.025 0.225 0.225 0.025 0.225 0.025 0.025]	313	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.225 0.025 0.225 0.225 0.225 0.025 0.025 0.025]	314	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.225 0.025 0.225 0.425 0.025 0.025 0.025 0.025]	315	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.225 0.025 0.225 0.025 0.025 0.225 0.225 0.025]	316	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.225 0.025 0.025 0.225 0.225 0.025 0.025 0.225]	317	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.225 0.025 0.025 0.025 0.625 0.025 0.025 0.025]	318	1	147.0
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.225 0.025 0.025 0.225 0.025 0.225 0.225 0.025]	319	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.225 0.025 0.025 0.025 0.025 0.025 0.025 0.625]	320	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.225 0.025 0.025 0.025 0.025 0.025 0.225 0.425]	321	2	127.0
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.225 0.025 0.025 0.025 0.025 0.025 0.425 0.225]	322	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.225 0.025 0.025 0.025 0.025 0.025 0.625 0.025]	323	1	150.0
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.225 0.025 0.025 0.025 0.025 0.225 0.025 0.425]	324	1	66.0
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.225 0.025 0.025 0.025 0.025 0.225 0.225 0.225]	325	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.225 0.025 0.025 0.025 0.025 0.225 0.425 0.025]	326	1	42.0
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.225 0.025 0.025 0.025 0.025 0.425 0.025 0.225]	327	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.225 0.025 0.025 0.025 0.025 0.425 0.225 0.025]	328	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.225 0.025 0.025 0.025 0.025 0.625 0.025 0.025]	329	1	176.0
