Elements	Point	Region	Count	First visit
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.225 0.025 0.025 0.425 0.025 0.225]	23	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.225 0.025 0.025 0.625 0.025 0.025]	24	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.225 0.025 0.225 0.025 0.025 0.425]	25	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.225 0.025 0.225 0.025 0.225 0.225]	26	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.225 0.025 0.225 0.225 0.025 0.225]	27	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.225 0.025 0.225 0.225 0.225 0.025]	28	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.225 0.025 0.225 0.425 0.025 0.025]	29	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.225 0.025 0.025 0.425 0.225 0.025]	30	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.225 0.025 0.025 0.225 0.225 0.225]	31	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.225 0.025 0.025 0.025 0.025 0.225 0.425]	32	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.225 0.625 0.025 0.025 0.025 0.025]	33	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.225 0.025 0.025 0.025 0.625 0.025 0.025]	34	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.225 0.025 0.025 0.025 0.425 0.225 0.025]	35	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.225 0.025 0.025 0.025 0.425 0.025 0.225]	36	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.225 0.025 0.025 0.025 0.225 0.425 0.025]	37	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.225 0.025 0.025 0.025 0.225 0.225 0.225]	38	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.225 0.025 0.025 0.025 0.225 0.025 0.425]	39	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.225 0.025 0.025 0.025 0.025 0.625 0.025]	40	1	23.0
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.225 0.025 0.025 0.025 0.025 0.425 0.225]	41	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.225 0.025 0.025 0.025 0.025 0.625]	42	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.225 0.025 0.025 0.025 0.025 0.025 0.625]	43	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.825 0.025 0.025 0.025 0.025 0.025]	44	1	96.0
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.625 0.225 0.025 0.025 0.025 0.025]	45	1	289.0
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.625 0.025 0.225 0.025 0.025 0.025]	46	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.625 0.025 0.025 0.225 0.025 0.025]	47	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.625 0.025 0.025 0.025 0.225 0.025]	48	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.625 0.025 0.025 0.025 0.025 0.225]	49	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.425 0.425 0.025 0.025 0.025 0.025]	50	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.425 0.025 0.025 0.025 0.025 0.425]	51	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.425 0.025 0.025 0.025 0.225 0.225]	52	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.425 0.025 0.025 0.025 0.425 0.025]	53	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.425 0.025 0.025 0.225 0.025 0.225]	54	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.425 0.025 0.025 0.225 0.225 0.025]	55	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.425 0.025 0.025 0.425 0.025 0.025]	56	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.225 0.425 0.225 0.025 0.025 0.025]	57	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.425 0.025 0.225 0.025 0.025 0.225]	58	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.425 0.025 0.225 0.225 0.025 0.025]	59	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.425 0.025 0.425 0.025 0.025 0.025]	60	1	161.0
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.425 0.225 0.025 0.025 0.025 0.225]	61	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.425 0.225 0.025 0.025 0.225 0.025]	62	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.425 0.225 0.025 0.225 0.025 0.025]	63	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.425 0.225 0.225 0.025 0.025 0.025]	64	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.425 0.025 0.225 0.025 0.225 0.025]	65	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.025 0.825 0.025 0.025 0.025 0.025]	66	1	19.0
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.025 0.225 0.025 0.425 0.225 0.025]	67	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.025 0.625 0.025 0.225 0.025 0.025]	68	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.025 0.025 0.425 0.425 0.025 0.025]	69	1	85.0
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.025 0.025 0.425 0.225 0.225 0.025]	70	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.025 0.025 0.425 0.225 0.025 0.225]	71	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.025 0.025 0.425 0.025 0.425 0.025]	72	1	279.0
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.025 0.025 0.425 0.025 0.225 0.225]	73	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.025 0.025 0.425 0.025 0.025 0.425]	74	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.025 0.025 0.225 0.625 0.025 0.025]	75	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.025 0.025 0.225 0.425 0.225 0.025]	76	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.025 0.025 0.225 0.425 0.025 0.225]	77	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.025 0.025 0.225 0.225 0.425 0.025]	78	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.025 0.025 0.225 0.225 0.225 0.225]	79	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.025 0.025 0.225 0.225 0.025 0.425]	80	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.025 0.025 0.225 0.025 0.625 0.025]	81	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.025 0.025 0.225 0.025 0.425 0.225]	82	1	272.0
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.025 0.025 0.225 0.025 0.225 0.425]	83	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.025 0.025 0.225 0.025 0.025 0.625]	84	1	236.0
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.025 0.025 0.025 0.825 0.025 0.025]	85	1	80.0
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.025 0.025 0.025 0.025 0.025 0.825]	86	1	39.0
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.025 0.025 0.025 0.025 0.225 0.625]	87	1	133.0
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.025 0.025 0.025 0.025 0.425 0.425]	88	2	63.0
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.025 0.025 0.025 0.025 0.625 0.225]	89	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.025 0.025 0.025 0.025 0.825 0.025]	90	1	98.0
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.025 0.025 0.025 0.225 0.025 0.625]	91	1	248.0
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.025 0.025 0.625 0.025 0.025 0.225]	92	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.025 0.025 0.025 0.225 0.225 0.425]	93	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.025 0.025 0.025 0.225 0.625 0.025]	94	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.025 0.025 0.025 0.425 0.025 0.425]	95	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.025 0.025 0.025 0.425 0.225 0.225]	96	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.025 0.025 0.025 0.425 0.425 0.025]	97	1	293.0
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.025 0.025 0.025 0.625 0.025 0.225]	98	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.025 0.025 0.025 0.625 0.225 0.025]	99	1	1.0
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.025 0.025 0.025 0.225 0.425 0.225]	100	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.025 0.025 0.625 0.025 0.225 0.025]	101	1	116.0
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.025 0.025 0.625 0.225 0.025 0.025]	102	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.025 0.025 0.825 0.025 0.025 0.025]	103	1	21.0
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.025 0.225 0.425 0.225 0.025 0.025]	104	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.025 0.225 0.625 0.025 0.025 0.025]	105	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.025 0.425 0.025 0.025 0.025 0.425]	106	1	91.0
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.025 0.425 0.025 0.025 0.225 0.225]	107	1	209.0
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.025 0.425 0.025 0.025 0.425 0.025]	108	1	11.0
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.025 0.425 0.025 0.225 0.025 0.225]	109	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.025 0.225 0.425 0.025 0.225 0.025]	110	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.025 0.425 0.025 0.225 0.225 0.025]	111	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.025 0.425 0.225 0.025 0.025 0.225]	112	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.025 0.425 0.225 0.025 0.225 0.025]	113	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.025 0.425 0.225 0.225 0.025 0.025]	114	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.025 0.425 0.425 0.025 0.025 0.025]	115	1	68.0
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.025 0.625 0.025 0.025 0.025 0.225]	116	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.025 0.625 0.025 0.025 0.225 0.025]	117	1	257.0
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.025 0.425 0.025 0.425 0.025 0.025]	118	1	74.0
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.025 0.625 0.225 0.025 0.025 0.025]	119	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.025 0.225 0.425 0.025 0.025 0.225]	120	1	162.0
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.025 0.225 0.225 0.225 0.225 0.025]	121	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.025 0.225 0.025 0.025 0.025 0.625]	122	1	185.0
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.025 0.225 0.025 0.025 0.225 0.425]	123	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.025 0.225 0.025 0.025 0.425 0.225]	124	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.025 0.225 0.025 0.025 0.625 0.025]	125	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.025 0.225 0.025 0.225 0.025 0.425]	126	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.025 0.225 0.025 0.225 0.225 0.225]	127	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.025 0.225 0.225 0.425 0.025 0.025]	128	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.025 0.225 0.025 0.225 0.425 0.025]	129	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.225 0.025 0.025 0.225 0.025 0.025 0.425]	130	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.025 0.225 0.025 0.625 0.025 0.025]	131	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.025 0.225 0.225 0.025 0.025 0.425]	132	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.025 0.225 0.225 0.025 0.225 0.225]	133	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.025 0.225 0.225 0.025 0.425 0.025]	134	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.025 0.225 0.225 0.225 0.025 0.225]	135	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.025 0.025 0.225 0.025 0.425 0.025 0.225]	136	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.225 0.025 0.025 0.225 0.025 0.225 0.225]	137	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.225 0.225 0.025 0.025 0.025 0.425 0.025]	138	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.225 0.025 0.025 0.225 0.225 0.025 0.225]	139	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.425 0.025 0.025 0.425 0.025 0.025 0.025]	140	1	92.0
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.425 0.025 0.025 0.225 0.225 0.025 0.025]	141	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.425 0.025 0.025 0.225 0.025 0.225 0.025]	142	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.425 0.025 0.025 0.225 0.025 0.025 0.225]	143	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.425 0.025 0.025 0.025 0.425 0.025 0.025]	144	1	104.0
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.425 0.025 0.025 0.025 0.225 0.225 0.025]	145	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.425 0.025 0.225 0.025 0.025 0.025 0.225]	146	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.425 0.025 0.025 0.025 0.225 0.025 0.225]	147	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.425 0.025 0.025 0.025 0.025 0.225 0.225]	148	1	112.0
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.425 0.025 0.025 0.025 0.025 0.025 0.425]	149	1	136.0
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.225 0.625 0.025 0.025 0.025 0.025 0.025]	150	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.225 0.425 0.225 0.025 0.025 0.025 0.025]	151	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.225 0.425 0.025 0.225 0.025 0.025 0.025]	152	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.225 0.425 0.025 0.025 0.225 0.025 0.025]	153	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.425 0.025 0.025 0.025 0.025 0.425 0.025]	154	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.225 0.425 0.025 0.025 0.025 0.225 0.025]	155	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.425 0.025 0.225 0.025 0.025 0.225 0.025]	156	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.425 0.025 0.225 0.225 0.025 0.025 0.025]	157	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.225 0.025 0.025 0.225 0.025 0.425 0.025]	158	1	266.0
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.625 0.225 0.025 0.025 0.025 0.025 0.025]	159	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.625 0.025 0.225 0.025 0.025 0.025 0.025]	160	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.625 0.025 0.025 0.225 0.025 0.025 0.025]	161	0	
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.625 0.025 0.025 0.025 0.225 0.025 0.025]	162	1	193.0
['Pt', 'Pd', 'Au', 'Ru', 'Rh', 'Ir', 'Re', 'Os']	[0.025 0.625 0.025 0.025 0.025 0.025 0.225 0.025]	163	1	113.0
